@RELATION Bugcatchers-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE DataClumps NUMERIC
    @ATTRIBUTE MessageChains NUMERIC
    @ATTRIBUTE MiddleMan NUMERIC
    @ATTRIBUTE SpeculativeGenerality NUMERIC
    @ATTRIBUTE SwitchStatements NUMERIC
    @ATTRIBUTE MessageChains2 NUMERIC
    @ATTRIBUTE blank NUMERIC
    @ATTRIBUTE comment NUMERIC
    @ATTRIBUTE code NUMERIC
    @ATTRIBUTE codeLines NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    3,0,4,0,30,79,0,1,0,0,0,1,8,40,30,30,false
    3,0,4,0,27,75,0,2,0,0,0,2,8,39,27,27,false
    3,0,4,0,27,75,0,2,0,0,0,2,8,39,27,27,false
    5,0,4,0,40,92,0,2,0,0,0,2,12,39,40,40,false
    9,0,4,0,60,117,0,8,0,0,0,8,17,39,60,60,false
    3,0,4,0,27,75,0,2,0,0,0,2,8,39,27,27,false
    5,0,4,0,39,91,0,2,0,0,0,2,10,41,39,39,false
    3,0,4,0,29,75,0,1,0,0,0,1,8,37,29,29,false
    3,0,4,0,29,73,0,1,0,0,0,1,8,35,29,29,false
    3,0,4,0,29,74,0,1,0,0,0,1,8,36,29,29,false
    4,0,4,0,32,78,0,1,0,0,0,1,8,37,32,32,false
    3,0,4,0,26,75,0,1,0,0,0,1,7,41,26,26,false
    1,0,5,0,17,74,0,0,0,0,0,0,9,47,17,17,false
    1,0,5,0,17,73,0,0,0,0,0,0,8,47,17,17,false
    1,0,5,0,17,73,0,0,0,0,0,0,8,47,17,17,false
    1,0,5,0,17,73,0,0,0,0,0,0,8,47,17,17,false
    1,0,4,0,8,63,0,0,0,1,0,0,6,48,8,8,false
    9,0,10,0,63,176,0,0,0,0,0,0,20,92,63,63,false
    1,0,4,0,7,54,0,0,0,0,0,0,6,40,7,7,false
    103,0,27,0,574,1096,0,2,1,2,0,2,117,404,574,574,false
    1,0,2,0,4,46,0,0,0,0,0,0,3,38,4,4,false
    4,0,4,0,52,104,0,5,0,0,0,5,10,40,50,50,true
    4,0,3,0,32,94,0,3,0,0,0,1,11,50,32,32,false
    14,0,9,5,109,195,0,5,0,0,0,2,19,66,109,109,false
    41,0,8,0,172,314,0,9,0,0,0,9,40,101,172,172,false
    5,0,3,0,30,70,0,2,0,0,0,2,5,34,30,30,false
    9,0,3,0,47,101,0,9,0,0,0,9,8,45,47,47,false
    5,0,3,0,36,86,0,2,0,0,0,2,9,40,36,36,false
    4,0,6,0,38,108,0,0,1,0,0,0,12,55,38,38,true
    1,0,2,0,8,47,0,0,1,0,0,0,4,34,8,8,false
    2,0,6,0,32,98,0,0,0,0,0,0,15,50,32,32,false
    47,0,4,1,237,392,0,0,0,0,0,0,52,102,237,237,false
    32,0,11,0,131,224,0,0,0,6,1,0,19,73,131,131,false
    4,0,3,0,19,66,0,0,1,0,0,0,7,39,19,19,false
    4,0,3,0,31,84,0,3,0,0,0,1,7,44,30,30,false
    6,0,7,0,54,123,0,2,0,0,0,2,12,56,46,46,false
    1,0,2,0,55,158,0,0,0,0,0,0,19,83,55,55,false
    17,0,9,1,91,203,0,2,0,0,0,2,19,92,91,91,false
    1,0,2,0,426,598,0,11,0,0,0,11,94,77,426,426,false
    4,0,4,0,41,103,0,0,0,0,0,0,11,50,41,41,false
    1,0,4,0,14,72,0,0,0,1,0,0,9,48,14,14,false
    1,0,2,0,4,48,0,0,0,0,0,0,6,37,4,4,false
    23,0,3,0,103,194,0,12,0,0,0,11,24,66,103,103,false
    9,0,8,0,71,144,1,0,0,4,0,0,17,55,71,71,false
    12,0,8,0,69,139,1,0,0,4,0,0,19,50,69,69,false
    9,0,8,0,65,139,1,0,0,4,0,0,19,54,65,65,false
    3,0,4,0,36,88,0,1,0,1,0,1,8,39,31,31,true
    16,0,6,1,91,164,0,5,0,1,0,5,11,53,86,86,true
    6,0,5,0,50,121,0,2,1,1,0,2,13,52,43,43,true
    6,0,4,0,42,96,0,2,0,1,0,2,9,41,35,35,true
    7,0,7,0,69,135,0,0,0,2,0,0,11,49,62,62,true
    3,0,4,0,37,93,0,1,0,1,0,1,7,40,30,30,true
    5,0,4,0,37,92,0,1,0,1,0,1,9,40,30,30,true
    9,0,6,0,57,122,0,2,0,2,0,0,10,54,57,57,false
    14,0,6,0,75,144,0,3,0,2,0,1,14,54,75,75,false
    10,0,6,0,73,143,0,3,0,2,0,1,12,57,73,73,false
    15,0,6,0,73,143,0,5,0,2,0,2,15,54,73,73,false
    9,0,3,0,44,93,0,3,0,1,0,3,7,38,44,44,true
    13,0,5,0,69,172,0,3,0,2,0,3,25,77,69,69,false
    6,0,4,0,37,119,0,5,0,1,0,5,7,66,30,30,true
    16,0,6,0,80,152,0,7,0,2,0,7,14,57,80,80,true
    15,0,5,0,75,131,0,6,1,1,0,6,9,42,68,68,true
    6,0,4,0,43,99,0,2,0,1,0,2,12,37,36,36,true
    7,0,4,0,43,161,0,2,0,1,0,2,28,83,36,36,true
    3,0,3,1,33,85,0,1,0,1,0,1,11,36,26,26,true
    4,0,4,0,33,90,0,1,0,1,0,1,10,38,25,25,true
    5,0,4,0,31,81,0,4,0,1,0,4,6,35,24,24,true
    5,0,4,0,37,91,0,2,0,1,0,2,6,38,30,30,true
    9,0,5,0,47,102,0,1,1,1,0,1,9,40,35,35,true
    11,0,6,0,64,129,0,3,0,2,0,1,10,54,64,64,false
    6,0,4,0,44,95,0,4,0,1,0,4,7,36,37,37,true
    5,0,4,0,33,84,0,1,0,1,0,1,7,36,26,26,true
    9,0,6,0,58,123,0,2,0,2,0,0,10,54,58,58,false
    8,0,4,0,42,106,0,5,0,1,0,5,9,47,35,35,true
    7,0,4,0,41,94,0,4,0,1,0,4,8,37,34,34,true
    11,0,4,0,54,108,0,12,0,1,0,12,6,39,47,47,true
    6,0,4,0,32,84,0,4,0,1,0,4,8,36,25,25,true
    5,0,4,0,36,89,0,3,0,1,0,3,9,39,29,29,true
    7,0,4,0,40,94,0,4,0,1,0,4,9,37,33,33,true
    11,0,4,0,55,111,0,12,0,1,0,12,8,39,48,48,true
    7,0,4,0,35,86,0,6,0,1,0,6,6,36,28,28,true
    12,0,4,0,57,111,0,6,0,1,0,6,11,35,50,50,true
    5,0,4,0,31,81,0,4,0,1,0,4,6,35,24,24,true
    14,0,4,0,56,106,0,10,0,1,0,10,8,37,49,49,true
    8,0,7,0,54,113,0,4,0,2,0,4,10,43,47,47,true
    7,0,7,0,55,114,0,5,0,2,0,5,10,43,48,48,true
    8,0,6,0,54,108,0,4,0,2,0,4,8,40,47,47,true
    14,0,7,0,80,146,0,4,0,2,0,4,12,48,73,73,true
    4,0,5,0,36,91,0,1,0,2,0,1,7,39,29,29,true
    9,0,5,0,53,174,0,1,0,2,0,1,22,91,46,46,true
    13,0,6,0,91,165,0,10,0,2,0,10,12,54,84,84,true
    13,0,6,0,93,167,0,10,0,2,0,10,15,54,86,86,true
    13,0,6,0,92,167,0,10,0,2,0,10,13,54,85,85,true
    8,0,4,0,46,164,0,1,0,1,0,1,22,87,39,39,true
    10,0,6,0,73,146,0,3,0,1,0,3,11,54,66,66,true
    1,0,4,0,22,75,0,0,0,2,0,0,7,37,14,14,true
    28,0,13,0,144,245,0,4,0,2,0,4,19,77,136,136,true
    8,0,4,0,46,166,0,2,0,1,0,2,28,87,39,39,true
    32,0,4,0,97,195,0,13,0,1,0,13,28,65,88,88,true
    8,0,4,0,47,99,0,10,0,1,0,10,7,39,40,40,true
    12,0,4,0,52,105,0,9,0,1,0,9,9,39,45,45,true
    8,0,4,0,46,98,0,4,0,1,0,4,8,39,39,39,true
    17,0,7,0,90,190,0,5,0,2,0,5,28,65,83,83,true
    17,0,7,0,87,172,0,5,0,2,0,5,27,52,79,79,true
    11,0,4,0,49,95,0,7,0,1,0,7,7,34,42,42,true
    14,0,4,0,57,105,0,9,0,1,0,9,9,34,50,50,true
    13,0,4,0,66,123,0,14,0,1,0,14,11,40,59,59,true
    8,0,6,0,60,127,0,1,0,2,0,0,11,55,60,60,false
    8,0,6,0,62,128,0,1,0,2,0,0,10,55,62,62,false
    10,0,6,0,70,135,0,3,0,2,0,1,11,53,70,70,false
    22,0,7,0,113,194,0,1,0,2,0,0,17,59,106,106,true
    1,0,4,0,23,74,0,0,0,2,0,0,7,38,15,15,true
    10,0,6,0,66,131,0,3,0,2,0,1,10,54,66,66,false
    10,0,6,0,62,127,0,2,0,2,0,0,10,54,62,62,false
    25,0,5,0,96,282,0,7,0,1,0,7,43,138,89,89,true
    6,0,4,0,46,98,0,2,0,1,0,2,6,38,39,39,true
    15,0,4,0,86,158,0,9,0,1,0,9,20,44,79,79,true
    3,0,2,0,19,76,0,0,1,0,0,0,8,48,19,19,false
    11,0,7,1,142,242,0,3,0,2,0,3,28,67,132,132,true
    11,0,6,0,68,133,0,3,0,2,0,1,10,54,68,68,false
    14,0,7,0,95,162,0,5,0,2,0,5,12,50,88,88,true
    4,0,4,0,28,79,0,1,0,1,0,1,9,37,21,21,true
    6,0,4,0,42,97,0,1,0,1,0,1,7,43,35,35,true
    5,0,4,0,39,94,0,1,0,1,0,1,11,39,32,32,true
    6,0,4,0,42,99,0,1,0,1,0,1,10,42,35,35,true
    3,0,4,0,32,87,0,1,0,1,0,1,10,40,25,25,true
    5,0,4,0,36,91,0,2,0,1,0,2,10,40,29,29,true
    13,0,9,0,105,272,0,2,0,1,0,1,23,125,102,102,true
    22,0,10,0,126,236,0,3,0,2,0,3,31,73,119,119,true
    14,0,8,0,79,145,0,2,0,2,0,2,11,49,72,72,true
    21,0,9,0,124,209,0,10,0,2,0,10,16,63,117,117,true
    14,0,8,0,82,148,0,2,0,2,0,2,13,47,75,75,true
    5,0,5,0,34,84,0,2,0,2,0,2,7,38,27,27,true
    8,0,4,0,64,113,0,2,0,1,0,2,10,34,57,57,true
    5,0,4,0,40,96,0,1,0,1,0,1,12,39,33,33,true
    9,0,4,0,57,110,0,4,0,1,0,4,7,40,50,50,true
    22,0,6,0,107,177,0,10,0,2,0,8,10,59,107,107,false
    17,0,6,0,82,150,0,7,0,2,0,5,11,56,82,82,false
    3,0,3,0,22,73,0,0,0,1,0,0,9,41,22,22,false
    1,0,2,3,268,435,0,23,1,0,0,23,102,64,268,268,false
    5,0,7,0,40,108,0,1,0,0,0,1,12,55,40,40,false
    5,0,5,0,60,129,1,3,0,0,0,3,15,53,60,60,false
    5,0,5,0,49,103,1,1,0,0,0,1,12,41,49,49,false
    5,0,5,0,44,96,1,1,0,0,0,1,10,41,44,44,false
    27,0,6,0,149,423,0,20,0,0,2,20,83,190,149,149,false
    30,0,7,0,167,239,0,15,0,0,1,15,18,53,167,167,false
    2,0,7,0,28,100,0,0,1,1,0,0,14,57,28,28,false
    10,0,8,0,61,138,1,0,0,0,0,0,16,60,61,61,false
    11,0,6,0,72,151,1,1,0,0,1,1,17,61,72,72,false
    18,0,7,0,95,165,1,12,0,0,0,12,17,52,95,95,false
    36,0,6,0,198,326,1,10,0,0,2,10,36,91,198,198,false
    11,0,6,0,57,122,0,0,0,0,0,0,11,53,57,57,false
    1,0,35,0,55,345,0,0,0,1,0,0,41,249,55,55,false
    72,0,5,19,357,550,0,14,0,1,1,2,75,117,357,357,false
    1,0,4,0,7,53,0,0,0,0,0,0,6,39,7,7,false
    3,0,4,0,50,169,0,1,0,0,0,0,18,100,50,50,false
    12,0,10,0,130,279,0,2,0,0,0,0,30,118,130,130,false
    1,0,2,0,4,45,0,0,0,1,0,0,3,37,4,4,false
    2,0,3,1,49,109,0,2,1,0,0,2,19,40,49,49,false
    1,0,3,0,5,48,0,0,0,1,0,0,5,37,5,5,false
    15,0,7,4,96,173,0,0,0,0,0,0,15,61,96,96,false
    1,0,4,0,7,52,0,0,0,0,0,0,5,39,7,7,false
    1,0,3,0,5,48,0,0,0,0,0,0,5,37,5,5,false
    1,0,6,0,29,92,0,0,0,0,0,0,13,49,29,29,false
    1,0,4,0,8,73,0,0,0,1,0,0,7,57,8,8,false
    1,0,3,0,5,47,0,0,0,1,0,0,5,36,5,5,false
    40,0,25,0,268,575,0,13,0,8,0,9,58,248,268,268,false
    75,0,3,0,284,370,0,13,0,1,0,10,22,63,284,284,false
    1,0,3,0,5,48,0,0,0,1,0,0,5,37,5,5,false
    3,0,2,0,15,57,0,0,0,0,0,0,5,36,15,15,false
    7,0,8,0,75,187,0,5,1,0,0,4,20,91,75,75,false
    1,0,2,0,16,55,0,1,0,0,0,1,7,31,16,16,false
    2,0,1,1,11,45,0,0,0,0,0,0,5,28,11,11,false
    6,0,2,0,27,94,0,0,0,0,0,0,10,56,27,27,false
    8,0,13,1,174,329,0,6,1,1,0,1,39,115,174,174,false
    1,0,5,0,26,91,0,0,0,1,0,0,10,54,26,26,false
    19,0,16,1,240,425,0,8,0,1,0,6,45,139,240,240,false
    60,0,15,3,480,693,0,9,0,1,1,0,71,139,474,474,true
    4,0,10,1,80,171,0,3,0,0,0,0,23,66,80,80,true
    10,0,12,1,166,297,0,6,1,1,0,4,40,90,166,166,false
    1,0,1,4,23,62,0,0,1,0,0,0,9,29,23,23,false
    2,0,2,1,21,63,0,0,0,0,0,0,8,33,21,21,false
    1,0,0,0,9,47,0,0,0,0,0,0,5,32,9,9,false
    7,0,8,0,95,173,1,2,0,3,0,2,27,50,95,95,false
    1,0,2,0,14,58,0,1,1,2,0,1,6,38,14,14,false
    61,0,15,1,503,749,1,25,0,3,0,22,66,179,503,503,false
    56,0,13,0,233,368,0,20,0,1,0,18,32,102,233,233,false
    2,0,3,0,30,70,0,1,0,0,0,1,6,33,30,30,false
    9,0,3,0,65,146,0,1,0,3,0,0,14,66,65,65,false
    2,0,1,1,11,46,0,0,0,0,0,0,5,29,11,11,false
    9,0,4,0,91,179,0,0,1,0,0,0,21,66,91,91,false
    17,0,13,1,210,460,0,9,0,1,0,1,73,176,210,210,false
    1,0,1,4,24,63,0,0,1,0,0,0,9,29,24,24,false
    1,0,0,0,9,46,0,0,0,0,0,0,5,31,9,9,false
    6,0,4,0,78,139,1,2,0,3,0,2,21,39,78,78,false
    21,0,10,2,261,433,1,13,0,6,0,12,35,136,261,261,false
    90,0,11,0,320,428,0,33,0,1,0,32,31,76,320,320,false
    10,0,4,6,160,239,0,5,0,1,0,1,27,52,160,160,false
    16,0,4,11,203,291,0,8,0,1,0,3,31,57,203,203,false
    1,0,0,0,40,92,0,0,0,0,0,0,7,44,40,40,false
    2,0,1,1,11,46,0,0,0,0,0,0,5,29,11,11,false
    18,0,3,0,138,198,0,9,0,3,0,8,19,40,138,138,false
    15,0,4,2,75,130,0,5,0,0,0,2,12,42,75,75,false
    19,0,8,0,110,188,0,7,0,0,0,5,16,61,110,110,false
    2,0,4,0,27,78,0,0,1,0,0,0,9,41,27,27,false
    1,0,1,2,11,47,0,0,0,0,0,0,6,29,11,11,false
    14,0,5,1,76,143,0,5,0,0,0,3,15,51,76,76,false
    10,0,14,1,132,251,0,5,1,1,0,1,38,80,132,132,false
    1,0,1,4,24,63,0,0,1,0,0,0,9,29,24,24,false
    1,0,0,0,9,47,0,0,0,0,0,0,5,32,9,9,false
    4,0,2,0,61,115,1,2,1,3,0,2,17,33,57,57,true
    4,0,2,0,59,110,1,2,1,3,0,2,18,32,55,55,true
    3,0,2,0,55,104,1,2,1,3,0,2,16,32,55,55,false
    4,0,2,0,57,107,1,2,1,3,0,2,17,32,53,53,false
    4,0,2,0,59,110,1,2,1,3,0,2,18,32,55,55,false
    31,0,9,1,332,523,1,25,0,0,0,23,41,150,332,332,false
    20,0,5,0,76,177,0,0,0,0,0,0,20,80,76,76,false
    1,0,5,0,8,66,0,0,0,1,0,0,8,49,8,8,false
    1,0,2,0,4,37,0,0,0,1,0,0,3,29,4,4,false
    1,0,4,0,7,59,0,0,0,1,0,0,7,44,7,7,false
    1,0,1,0,3,33,0,0,0,1,0,0,3,26,3,3,false
    1,0,7,0,10,80,0,0,0,0,0,0,10,59,10,10,false
    35,0,10,9,117,237,0,0,0,0,0,0,32,87,117,117,false
    81,0,16,2,352,532,1,33,0,0,0,32,57,122,352,352,true
    2,0,3,0,30,78,0,1,0,0,0,1,7,40,30,30,false
    1,0,0,1,9,38,0,0,0,0,0,0,5,23,9,9,false
    1,0,0,1,9,38,0,0,0,0,0,0,5,23,9,9,false
    1,0,3,0,13,54,0,0,0,0,0,0,6,34,13,13,false
    135,0,30,1,866,1320,1,27,0,5,2,17,102,323,851,851,false
    1,0,3,0,13,54,0,0,0,0,0,0,7,33,13,13,false
    1,0,3,0,13,58,0,0,0,0,0,0,6,38,13,13,false
    11,0,0,0,88,156,1,1,0,2,0,0,23,44,88,88,false
    14,0,0,0,177,276,1,1,0,5,0,0,23,75,177,177,false
    21,0,14,0,169,321,0,6,0,0,0,5,28,123,169,169,false
    7,0,7,0,79,151,0,1,0,1,0,0,17,54,79,79,false
    1,0,4,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    1,0,1,4,24,63,0,0,1,0,0,0,9,29,24,24,false
    13,0,7,0,92,162,0,3,0,0,0,0,19,45,92,92,false
    20,0,8,0,165,275,0,3,0,0,0,1,21,88,165,165,false
    1,0,0,0,9,47,0,0,0,0,0,0,5,32,9,9,false
    5,0,3,0,43,97,0,0,0,4,0,0,14,39,43,43,false
    1,0,3,0,12,63,0,0,0,5,0,0,6,44,12,12,false
    43,0,10,2,230,376,0,1,0,1,0,0,34,111,219,219,false
    2,0,1,1,11,45,0,0,0,0,0,0,5,28,11,11,false
    10,0,4,0,61,123,0,1,0,4,0,1,14,47,61,61,false
    3,0,4,8,111,206,0,6,1,3,0,6,25,69,111,111,false
    1,0,2,0,11,51,0,1,0,0,0,1,4,35,11,11,false
    46,0,14,2,252,426,1,25,0,3,0,25,45,128,252,252,true
    1,0,2,0,12,56,0,0,0,1,0,0,5,38,12,12,false
    5,0,1,4,45,92,0,0,0,0,0,0,15,32,45,45,false
    2,0,3,0,35,83,0,1,0,0,0,1,8,39,35,35,false
    4,0,0,0,34,84,1,0,0,0,0,0,10,39,34,34,false
    31,0,5,6,206,392,0,0,0,1,0,0,49,137,207,207,true
    1,0,1,0,16,48,0,0,0,0,0,0,4,27,16,16,false
    5,0,0,0,73,124,1,0,0,0,0,0,14,36,73,73,false
    41,0,0,0,186,275,1,0,0,1,0,0,36,52,186,186,false
    12,0,6,9,132,237,0,3,1,0,0,1,29,71,135,135,true
    3,0,2,0,14,56,0,0,0,0,0,0,5,36,14,14,false
    1,0,1,1,21,63,0,0,0,0,0,0,10,31,21,21,false
    26,0,3,3,146,233,0,5,0,0,1,0,31,55,146,146,false
    9,0,3,1,79,149,0,7,0,0,0,5,19,50,79,79,false
    5,0,2,2,37,87,0,1,1,0,0,0,10,39,37,37,false
    25,0,3,0,107,188,0,5,0,6,2,0,23,58,107,107,false
    7,0,2,3,51,101,0,0,0,0,0,0,14,35,51,51,false
    5,0,3,0,42,94,0,0,0,2,0,0,11,40,42,42,false
    4,0,4,4,101,176,0,7,0,3,0,7,17,57,101,101,false
    1,0,3,0,13,58,0,0,1,0,0,0,8,36,13,13,false
    2,0,3,0,15,60,0,2,1,0,0,2,8,36,15,15,false
    64,0,18,0,290,478,0,21,0,1,0,20,57,130,290,290,false
    2,0,3,0,19,78,0,1,0,0,0,1,11,47,19,19,false
    1,0,1,0,13,48,0,0,0,0,0,0,6,28,13,13,false
    1,0,1,0,13,48,0,0,0,0,0,0,6,28,13,13,false
    2,0,0,0,38,79,0,4,0,1,0,4,12,28,38,38,false
    2,0,0,0,48,91,0,4,1,3,0,4,14,28,48,48,false
    1,0,1,0,13,49,0,0,0,0,0,0,7,28,13,13,false
    1,0,1,0,13,48,0,0,0,0,0,0,6,28,13,13,false
    2,0,14,1,81,213,1,0,1,3,0,0,33,98,81,81,false
    24,0,15,2,245,419,0,7,0,1,0,1,56,116,233,233,true
    28,0,24,1,316,552,0,9,0,6,0,3,58,177,316,316,false
    1,0,4,0,13,58,0,0,0,0,0,0,6,38,13,13,false
    4,0,14,2,124,239,1,5,1,3,0,2,31,83,124,124,false
    2,0,12,1,83,181,1,0,1,3,0,0,24,73,83,83,false
    2,0,14,1,102,226,1,0,0,5,0,0,31,92,102,102,false
    4,0,14,2,119,236,1,6,1,3,0,4,30,86,119,119,false
    2,0,12,1,83,183,1,0,1,3,0,0,25,74,83,83,false
    2,0,14,1,111,218,1,0,0,3,0,0,27,79,111,111,false
    1,0,4,0,13,59,0,0,0,0,0,0,7,38,13,13,false
    2,0,11,2,137,250,0,5,1,1,0,0,34,78,137,137,false
    10,0,7,0,129,245,0,3,0,1,0,2,26,89,129,129,false
    16,0,6,0,101,186,0,10,0,1,0,5,17,67,100,100,false
    40,0,16,1,266,445,1,18,1,1,0,13,49,129,266,266,false
    15,0,14,1,274,425,0,14,0,1,0,6,50,100,274,274,false
    5,0,13,1,129,243,1,3,1,5,0,2,31,82,129,129,false
    7,0,6,1,154,266,0,19,0,0,0,7,26,85,154,154,false
    1,0,1,4,23,62,0,0,1,0,0,0,9,29,23,23,false
    1,0,0,0,9,47,0,0,0,0,0,0,6,31,9,9,false
    4,0,4,0,71,130,1,2,0,3,0,2,20,38,71,71,false
    2,0,1,1,11,46,0,0,0,0,0,0,5,29,11,11,false
    21,0,3,0,89,166,0,8,0,3,0,8,14,62,89,89,false
    55,0,13,2,481,731,1,27,0,6,0,26,63,186,481,481,false
    117,0,13,0,443,678,0,42,0,12,0,37,67,167,443,443,false
    2,0,3,0,30,118,0,1,1,0,0,0,18,69,30,30,false
    1,0,7,0,37,123,0,1,0,0,0,0,20,65,37,37,false
    1,0,2,0,9,47,0,0,0,0,0,0,5,32,9,9,false
    5,0,9,0,70,178,0,5,1,0,0,0,21,86,70,70,false
    54,0,8,0,340,662,0,3,0,0,0,0,51,270,340,340,false
    7,0,2,0,35,79,0,1,0,0,0,0,6,37,35,35,false
    15,0,0,0,177,502,0,0,0,0,0,0,51,273,177,177,false
    6,0,7,0,32,94,0,0,1,0,0,0,9,52,32,32,false
    2,0,3,0,32,86,0,1,0,0,0,0,7,46,32,32,false
    1,0,2,0,7,46,0,0,0,0,0,0,6,32,7,7,false
    2,0,1,1,11,45,0,0,0,0,0,0,5,28,11,11,false
    37,0,3,0,194,295,0,12,0,2,0,10,28,72,194,194,false
    1,0,1,1,9,47,0,0,0,0,0,0,4,33,9,9,false
    26,0,7,1,131,264,0,0,0,3,0,0,18,114,131,131,false
    25,0,10,0,186,325,0,2,0,0,0,0,37,101,186,186,false
    29,0,4,4,221,388,0,11,0,0,0,6,47,119,221,221,false
    45,0,28,1,432,739,1,8,0,5,0,3,88,218,428,428,false
    18,0,11,0,148,344,0,8,0,1,0,4,47,148,148,148,false
    27,0,13,0,189,358,0,0,0,4,0,0,41,127,189,189,false
    19,0,10,1,202,342,0,7,0,1,0,5,40,99,202,202,false
    1,0,2,0,10,61,0,0,0,0,0,0,6,44,10,10,false
    1,0,3,1,15,60,0,0,0,0,0,0,7,37,15,15,false
    3,0,8,0,63,170,0,1,1,9,0,1,18,88,63,63,false
    43,0,11,0,240,461,0,17,0,3,0,8,50,170,240,240,false
    10,0,3,0,66,152,0,10,0,1,0,7,13,72,66,66,false
    2,0,3,0,33,89,0,0,0,1,0,0,14,41,33,33,false
    4,0,5,0,35,99,0,0,1,0,0,0,11,52,35,35,false
    53,0,20,1,555,1003,1,18,1,1,0,9,133,314,555,555,false
    3,0,5,0,48,119,0,0,0,1,0,0,15,55,48,48,false
    11,0,6,0,133,290,0,5,0,1,0,1,37,119,133,133,false
    2,0,3,0,33,90,0,0,0,1,0,0,14,42,33,33,false
    1,0,1,4,23,62,0,0,1,0,0,0,9,29,23,23,false
    1,0,0,0,9,45,0,0,0,0,0,0,5,30,9,9,false
    8,0,2,1,106,167,1,6,0,2,0,6,25,34,102,102,true
    2,0,2,0,53,109,1,1,0,3,0,1,15,40,49,49,true
    1,0,0,0,15,56,0,3,1,2,0,2,7,33,15,15,false
    1,0,0,0,29,72,0,3,1,2,0,2,10,32,29,29,false
    1,0,0,0,16,54,0,1,1,2,0,1,6,31,16,16,false
    6,0,2,1,75,129,1,1,0,0,0,1,19,35,72,72,true
    9,0,2,0,78,128,1,4,0,0,0,4,17,32,74,74,true
    1,0,0,0,14,52,0,1,1,2,0,1,6,31,14,14,false
    11,0,2,1,112,171,1,6,0,0,1,4,20,38,108,108,true
    5,0,5,0,56,134,1,0,0,0,0,0,20,57,56,56,false
    3,0,4,0,33,99,1,0,0,0,0,0,16,49,33,33,false
    4,0,4,0,43,110,0,0,0,0,0,0,18,48,43,43,false
    29,0,8,2,391,605,1,24,0,3,0,24,53,160,391,391,false
    6,0,0,0,44,111,0,2,0,0,0,2,12,54,44,44,false
    7,0,0,0,46,114,0,2,0,0,0,2,11,56,46,46,false
    5,0,4,0,36,100,0,2,0,0,0,2,11,52,36,36,false
    2,0,3,0,35,96,0,2,0,0,0,2,8,52,35,35,false
    10,0,4,0,108,185,0,6,1,0,0,3,31,45,108,108,false
    5,0,4,0,44,103,0,3,0,0,0,3,11,47,44,44,false
    4,0,4,0,51,109,0,2,1,0,0,2,9,44,29,29,false
    11,0,4,1,82,146,0,3,0,0,0,3,10,50,71,71,false
    4,0,5,0,39,146,0,2,0,0,0,2,27,79,39,39,false
    4,0,4,1,74,143,0,7,0,3,0,5,16,52,74,74,false
    17,0,3,0,120,215,0,7,0,0,0,6,27,67,118,118,true
    4,0,0,0,52,103,0,5,0,0,0,5,10,40,50,50,true
    4,0,9,0,84,174,0,10,0,0,0,9,27,62,84,84,false
    30,0,3,0,188,337,0,1,0,1,0,0,45,103,188,188,false
    6,0,5,0,67,157,0,4,0,0,0,2,20,69,67,67,false
    1,0,0,0,18,74,0,0,1,0,0,0,7,48,16,16,true
    1,0,0,0,17,61,0,0,1,0,0,0,6,37,15,15,true
    1,0,0,0,17,61,0,0,1,0,0,0,6,37,15,15,true
    1,0,0,0,17,61,0,0,1,0,0,0,6,37,15,15,true
    5,0,11,0,91,193,0,3,0,0,0,2,35,66,91,91,false
    9,0,4,0,75,184,0,4,0,0,0,4,18,90,75,75,false
    6,0,3,0,39,83,0,1,0,1,0,0,8,35,39,39,false
    17,0,5,0,110,224,0,4,0,3,0,0,33,80,110,110,false
    1,0,2,0,9,57,0,1,0,0,0,1,9,38,9,9,false
    1,0,2,0,9,58,0,1,0,0,0,1,9,39,9,9,false
    1,0,2,0,14,68,0,1,0,0,0,1,9,44,14,14,false
    1,0,2,0,11,56,0,0,0,0,0,0,8,36,11,11,false
    1,0,2,0,10,58,0,1,0,0,0,1,7,40,10,10,false
    2,0,11,0,69,192,0,0,1,0,0,0,18,104,69,69,false
    14,0,0,0,80,142,0,5,0,0,0,2,14,48,80,80,false
    2,0,2,0,28,93,0,0,1,1,0,0,9,55,28,28,false
    1,0,2,0,8,49,0,0,0,0,0,0,3,37,8,8,false
    1,0,2,0,8,47,0,0,0,0,0,0,3,35,8,8,false
    1,0,2,0,8,47,0,0,0,0,0,0,3,35,8,8,false
    2,0,0,0,21,68,0,4,1,0,0,4,6,40,19,19,true
    2,0,0,0,21,69,0,4,1,0,0,4,6,40,19,19,true
    2,0,0,0,21,68,0,4,1,0,0,4,6,40,19,19,true
    2,0,0,0,21,68,0,4,1,0,0,4,6,40,19,19,true
    4,0,8,0,98,204,0,2,0,0,0,1,20,85,98,98,false
    1,0,3,0,6,55,0,0,0,0,0,0,6,42,6,6,false
    1,0,3,2,18,69,0,0,1,1,0,0,9,41,18,18,false
