@RELATION GitHub-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NumberOfCommitters NUMERIC
    @ATTRIBUTE NumberOfDeveloperCommits NUMERIC
    @ATTRIBUTE NumberOfPreviousModifications NUMERIC
    @ATTRIBUTE NumberOfPreviousFixes NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    1,0,6,0,15,103,2,0,1,3997,false
    1,0,5,0,11,97,2,0,1,3997,false
    1,0,11,0,16,147,4,0,3,5350,false
    1,0,5,3,26,135,8,0,5,533,false
    1,0,0,0,1,24,2,0,1,3997,false
    1,0,1,0,11,38,8,0,6,1296,false
    7,0,7,11,154,255,29,0,9,1296,false
    2,0,8,4,104,173,45,0,16,5350,false
    5,0,0,12,92,127,7,0,5,5350,false
    4,0,1,0,185,270,123,0,18,5350,false
    1,0,1,1,9,33,14,0,6,1296,false
    16,0,1,3,123,168,11,0,9,2472,false
    1,0,0,0,1,24,3,0,2,533,false
    1,0,7,0,12,93,16,0,7,505,false
    1,0,7,0,13,126,14,0,6,5350,false
    1,0,5,0,15,109,9,0,5,533,false
    1,0,5,1,13,91,7,0,5,1634,false
    1,0,12,2,24,196,16,0,7,1636,false
    1,0,1,2,6,32,1,0,1,1296,false
    1,0,8,0,13,96,7,0,5,505,false
    1,0,4,0,12,89,6,0,5,1636,false
    1,0,0,2,6,28,3,0,3,1636,false
    1,0,1,0,6,33,4,0,3,2319,false
    3,0,9,3,116,280,22,0,9,2319,false
    1,0,0,0,1,28,2,0,1,3997,false
    1,0,0,0,1,25,5,0,2,533,false
    1,0,3,0,8,58,8,0,5,224,false
    1,0,6,0,10,55,6,0,5,224,false
    1,0,1,0,6,30,9,0,4,2319,false
    1,0,3,0,9,57,1,0,1,5350,false
    1,0,5,0,10,54,10,0,5,5350,false
    1,0,12,0,24,148,28,0,6,2319,false
    1,0,0,0,1,29,1,0,1,533,false
    2,0,0,0,13,36,2,0,2,5350,false
    1,0,11,0,16,161,6,0,4,5350,false
    1,0,1,1,5,35,3,0,3,2472,false
    1,0,2,0,7,52,3,0,3,2319,false
    1,0,1,0,22,49,2,0,2,5350,false
    1,0,1,1,5,29,2,0,2,5350,false
    1,0,1,0,33,60,4,0,3,3997,false
    1,0,2,0,6,41,5,0,4,2319,false
    1,0,2,0,5,43,5,0,4,2319,false
    1,0,3,0,19,70,5,0,4,1636,false
    6,0,6,0,36,114,12,0,6,505,false
    1,0,3,3,24,79,7,0,5,1636,false
    22,0,17,1,255,447,22,0,10,533,false
    1,0,0,0,21,50,2,0,2,5350,false
    1,0,3,5,47,89,2,0,2,1636,false
    1,0,3,3,34,85,5,0,4,1636,false
    2,0,0,0,31,57,2,0,2,5350,false
    1,0,0,0,18,43,2,0,2,5350,false
    1,0,3,1,15,68,2,0,2,1636,false
    3,0,0,0,27,51,2,0,2,5350,false
    10,0,0,0,66,100,2,0,2,5350,false
    4,0,0,0,34,63,2,0,2,5350,false
    4,0,0,0,37,67,2,0,2,5350,false
    5,0,0,0,38,67,2,0,2,5350,false
    6,0,0,0,57,87,2,0,2,5350,false
    1,0,2,0,14,58,7,0,5,1636,false
    3,0,0,0,31,58,2,0,2,5350,false
    1,0,2,0,6,39,3,0,3,2319,false
    1,0,1,0,30,57,2,0,2,5350,false
    1,0,2,0,5,45,3,0,3,2319,false
    4,0,3,0,68,117,4,0,3,5350,false
    1,0,10,0,16,105,9,0,5,505,false
    1,0,6,0,10,72,4,0,3,5350,false
    1,0,18,0,30,272,15,0,8,224,false
    1,0,3,0,6,43,3,0,3,2319,false
    1,0,5,0,14,71,7,0,5,665,false
    6,0,1,0,101,168,2,0,2,5350,false
    1,0,2,0,5,41,5,0,4,2319,false
    1,0,2,1,6,46,10,0,6,2472,false
    1,0,0,0,1,24,2,0,1,3997,false
    32,0,3,15,180,289,22,0,9,2319,false
    18,0,3,6,112,163,6,0,5,1296,false
    1,0,1,1,5,29,2,0,2,2319,false
    1,0,0,2,13,35,5,0,4,5350,false
    1,0,0,2,5,26,1,0,1,5350,false
    1,0,0,3,16,40,7,0,5,1634,false
    4,0,1,2,35,62,4,0,3,1634,false
    26,0,1,15,216,273,47,0,10,5350,false
    1,0,0,2,5,26,3,0,3,310,false
    3,0,0,14,94,142,13,0,7,1634,false
    1,0,2,0,5,38,7,0,5,2319,false
    1,0,2,0,5,40,2,0,2,1296,false
    1,0,0,2,5,26,2,0,1,5350,false
    1,0,0,2,5,26,2,0,2,11,false
    1,0,0,2,5,26,2,0,2,11,false
    3,0,0,8,125,157,8,0,4,5350,false
    5,0,0,11,122,159,11,2,3,2319,false
    19,0,4,8,135,201,16,0,4,2319,false
    5,0,2,6,72,105,5,0,3,5350,false
    2,0,0,4,31,57,6,0,4,5350,false
    7,0,4,4,64,116,5,0,4,665,false
    1,0,0,2,9,32,1,0,1,2319,false
    1,0,2,0,5,36,2,0,1,3997,false
    8,0,1,21,186,237,9,0,4,5350,false
    1,0,0,2,5,26,2,0,1,5350,false
    1,0,0,2,5,26,2,0,2,11,false
    7,0,0,8,73,104,4,0,2,1636,false
    1,0,1,1,5,33,2,0,2,665,false
    4,0,0,4,34,61,6,0,4,1296,false
    30,0,5,6,305,498,18,0,8,2319,false
    43,0,3,22,688,831,18,0,9,1636,false
    2,0,1,2,15,39,2,0,2,533,false
    3,0,0,8,46,74,7,0,6,7,false
    4,0,1,0,32,57,2,0,2,1296,false
    1,0,0,3,12,35,4,0,4,5350,false
    1,0,1,1,5,34,4,0,2,5350,false
    1,0,0,1,15,37,2,0,2,828,false
    7,0,0,1,55,80,16,0,6,5350,false
    9,0,4,5,68,119,3,0,2,1636,false
    4,0,1,6,79,118,13,0,7,1636,false
    6,0,2,0,42,77,7,0,4,505,false
    1,0,0,5,19,44,2,0,2,1636,false
    2,0,0,5,25,51,2,0,1,3997,false
    11,0,14,0,116,253,2,0,1,3997,false
    7,0,0,2,56,84,2,0,1,3997,false
    1,0,0,2,5,26,2,0,1,3997,false
    1,0,0,2,6,28,7,0,5,1296,false
    4,0,1,14,100,149,2,0,1,3997,false
    2,0,1,2,20,50,2,0,1,3997,false
    8,0,1,3,50,84,9,0,4,2319,false
    4,0,0,3,39,66,6,0,2,2319,false
    5,0,1,2,65,104,11,0,8,224,false
    1,0,1,6,51,88,2,0,1,3997,false
    3,0,1,3,34,67,2,0,1,3997,false
    5,0,1,4,40,74,5,0,3,7,false
    1,0,1,2,27,61,2,0,1,3997,false
    51,0,2,41,855,1017,58,0,12,5350,false
    56,0,43,31,815,1302,98,0,18,1296,false
    1,0,1,4,23,57,2,0,1,3997,false
    1,0,2,1,17,57,3,0,3,2319,false
    3,0,3,0,31,75,3,0,3,2319,false
    7,0,0,3,55,80,10,0,8,310,false
    1,0,0,2,16,40,2,0,1,2472,false
    12,0,20,4,209,416,21,0,8,1296,false
    1,0,1,2,22,55,3,0,2,3997,false
    8,0,1,2,43,80,3,0,2,3997,false
    3,0,5,0,38,103,2,0,1,3997,false
    2,0,3,3,26,68,2,0,1,3997,false
    4,0,3,1,46,100,4,0,3,828,false
    1,0,0,1,5,27,2,0,1,5350,false
    2,0,1,3,33,62,2,0,1,3997,false
    3,0,0,7,60,91,5,0,4,665,false
    2,0,0,5,26,52,3,0,3,2319,false
    1,0,0,2,5,26,2,0,2,533,false
    8,0,3,1,41,88,5,0,3,1636,false
    2,0,0,0,51,80,6,0,2,2319,false
    1,0,0,0,1,27,2,0,1,3997,false
    1,0,0,0,1,27,2,0,1,3997,false
    7,0,0,0,79,109,3,0,2,1636,false
    13,0,0,2,109,139,2,0,2,1636,false
    6,0,2,16,182,245,3,0,2,533,false
    7,0,1,5,169,236,4,0,2,1636,false
    6,0,0,9,103,139,10,0,6,533,false
    1,0,0,0,1,25,1,0,1,533,false
    1,0,2,0,8,37,103,0,15,828,false
    5,0,1,2,79,115,7,0,4,828,false
    4,0,0,3,32,56,3,0,3,2319,false
    12,0,1,3,159,203,27,0,10,828,false
    16,0,4,10,159,228,15,0,5,505,false
    25,0,0,14,168,216,6,0,3,5350,false
    1,0,1,0,37,74,8,0,5,5350,false
    1,0,0,5,24,49,53,0,13,1296,false
    4,0,1,6,52,93,10,0,5,2319,false
    1,0,1,1,17,40,7,0,4,1296,false
    4,0,1,20,140,194,42,0,13,1296,false
    1,0,0,5,33,59,7,0,2,665,false
    1,0,1,3,28,57,11,0,7,828,false
    1,0,1,3,20,49,20,0,9,5350,false
    1,0,2,0,14,59,79,0,18,5350,false
    1,0,1,5,52,97,65,0,18,5350,false
    1,0,0,0,22,55,2,0,1,3997,false
    12,0,0,12,169,208,3,0,3,2319,false
    1,0,4,1,13,49,26,0,11,2319,false
    1,0,0,7,51,79,6,0,2,5350,false
    1,0,1,3,11,39,19,0,9,828,false
    2,0,1,3,42,72,29,0,10,5350,false
    137,0,3,33,1398,1675,333,0,21,5350,false
    8,0,1,7,70,107,34,0,11,828,false
    9,0,0,0,135,179,15,0,7,828,false
    10,0,1,8,99,139,14,0,6,505,false
    12,0,0,3,80,112,3,0,3,2319,false
    5,0,0,5,80,111,13,0,6,505,false
    3,0,1,5,73,113,5,0,3,5350,false
    3,0,1,2,28,55,21,0,8,1296,false
    1,0,1,3,9,36,5,0,4,828,false
    3,0,0,2,24,49,3,0,3,2319,false
    1,0,1,0,32,68,5,0,4,5350,false
    11,0,0,3,68,99,3,0,3,2319,false
    31,0,0,16,895,1073,23,0,9,5350,false
    1,0,1,2,12,37,3,0,2,2472,false
    7,0,2,2,60,100,36,0,10,1296,false
    1,0,1,3,24,53,8,0,6,828,false
    8,0,1,7,123,163,31,0,12,1296,false
    1,0,3,0,8,89,7,0,5,828,false
    1,0,0,0,24,52,9,0,6,828,false
    10,0,1,12,128,178,18,0,8,1296,false
    8,0,2,4,64,105,3,0,3,828,false
    7,0,37,4,275,629,27,0,8,5350,false
    1,0,1,0,71,125,8,0,6,5350,false
    14,0,4,4,156,211,30,0,12,224,false
    1,0,0,0,27,90,24,0,4,5350,false
    1,0,0,0,24,75,17,0,5,5350,false
    1,0,0,1,4,25,2,0,2,533,false
    1,0,0,1,5,26,4,0,2,5350,false
    1,0,2,0,5,41,21,0,7,1296,false
    1,0,1,1,5,54,14,0,7,2319,false
    1,0,0,1,4,25,5,0,5,1296,false
    1,0,0,0,24,82,8,0,5,2319,false
    1,0,0,0,6,28,1,0,1,1636,false
    1,0,0,0,19,54,8,0,4,2319,false
    1,0,0,1,4,25,2,0,2,533,false
    1,0,1,4,12,43,10,0,6,2319,false
    1,0,0,1,11,33,9,0,3,5350,false
    3,0,3,1,35,69,1,0,1,2319,false
    1,0,0,3,6,28,1,0,1,2319,false
    1,0,0,0,19,59,11,0,5,5350,false
    1,0,2,2,9,41,8,0,4,5350,false
    1,0,0,1,4,25,1,0,1,533,false
    5,0,1,8,57,89,8,0,5,2319,false
    1,0,0,1,24,50,4,0,2,224,false
    1,0,0,2,24,51,3,0,2,533,false
    2,0,0,6,45,73,6,0,1,533,false
    1,0,0,4,7,30,2,0,1,533,false
    1,0,0,2,8,29,1,0,1,533,false
    1,0,0,2,9,31,3,0,1,533,false
    1,0,0,3,13,36,9,0,6,5350,false
    1,0,0,2,8,29,6,0,3,310,false
    1,0,2,1,25,53,7,0,5,310,false
    1,0,0,2,8,29,3,0,3,310,false
    1,0,0,2,8,29,6,0,4,310,false
    1,0,0,2,8,29,3,0,3,310,false
    2,0,0,3,26,52,10,0,5,310,false
    1,0,0,2,8,29,3,0,2,310,false
    1,0,0,2,8,29,4,0,3,310,false
    1,0,0,2,8,29,4,0,2,310,false
    10,0,3,21,254,368,14,0,8,1296,false
    3,0,1,6,46,83,5,0,4,5350,false
    1,0,1,1,8,33,2,0,1,5350,false
    1,0,0,1,8,29,1,0,1,533,false
    1,0,0,2,8,29,1,0,1,828,false
    1,0,0,3,14,37,5,0,4,310,false
    1,0,0,2,10,32,4,0,2,310,false
    1,0,0,3,14,37,3,0,3,310,false
    1,0,0,3,20,44,8,0,5,310,false
    1,0,0,2,8,29,1,0,1,828,false
    1,0,0,3,25,51,9,0,6,310,false
    1,0,0,3,20,45,6,0,5,310,false
    1,0,0,3,19,44,7,0,4,310,false
    1,0,1,0,14,46,3,0,2,310,false
    6,0,1,9,69,108,4,0,2,310,false
    1,0,1,0,8,35,1,0,1,2319,false
    2,0,0,4,30,56,6,0,4,310,false
    2,0,0,4,29,55,4,0,3,310,false
    1,0,0,3,22,47,7,0,5,310,false
    2,0,0,2,11,33,3,0,3,310,false
    1,0,0,3,20,45,6,0,4,310,false
    1,0,0,2,10,32,4,0,3,310,false
    1,0,1,3,17,45,4,0,4,310,false
    1,0,0,3,20,45,4,0,3,310,false
    1,0,0,3,20,45,7,0,5,310,false
    1,0,1,2,18,47,4,0,3,310,false
    1,0,0,4,22,48,5,0,4,310,false
    1,0,0,2,9,31,3,0,3,310,false
    1,0,1,1,8,33,1,0,1,2319,false
    1,0,0,3,26,51,2,0,1,2319,false
    5,0,0,2,42,68,8,0,5,310,false
    3,0,0,5,49,76,3,0,2,1636,false
    1,0,7,9,69,147,27,0,6,533,false
    5,0,0,5,25,50,3,0,2,533,false
    5,0,1,7,53,88,2,0,1,2319,false
    11,0,1,5,61,94,9,0,6,310,false
    1,0,8,8,47,145,18,0,8,310,false
    1,0,1,1,20,50,14,0,7,665,false
    1,0,0,4,9,33,4,0,3,2319,false
    1,0,1,0,7,46,2,0,2,828,false
    33,0,1,17,183,238,15,0,8,310,false
    8,0,1,8,73,110,7,0,5,412,false
    1,0,1,1,8,33,2,0,2,310,false
    13,0,6,10,156,284,25,0,9,310,false
    9,0,6,1,121,189,5,0,3,533,false
    1,0,0,3,14,38,2,0,2,533,false
    1,0,0,4,28,57,5,0,4,2319,false
    1,0,8,3,26,96,5,0,1,533,false
    1,0,0,6,36,64,2,0,1,533,false
    3,0,0,2,22,45,2,0,1,533,false
    2,0,0,0,44,73,15,0,6,310,false
    3,0,0,0,47,81,15,0,5,5350,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,51,85,11,0,4,5350,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,41,73,15,0,5,5350,false
    20,0,1,17,174,250,7,0,5,310,false
    2,0,0,0,44,74,11,0,5,5350,false
    2,0,0,0,42,70,10,0,4,5350,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,42,71,10,0,4,5350,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,51,85,10,0,4,5350,false
    20,0,0,0,253,320,6,0,4,5350,false
    5,0,0,0,63,100,8,0,5,5350,false
    1,0,0,0,19,43,7,0,5,5350,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,51,81,2,0,2,5350,false
    4,0,0,0,115,156,13,0,3,5350,false
    1,0,1,42,135,204,20,0,7,5350,false
    31,0,0,0,143,168,7,0,3,5350,false
    1,0,0,4,21,47,5,0,3,2319,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,51,84,10,0,4,5350,false
    2,0,0,0,44,73,11,0,5,5350,false
    2,0,0,0,43,72,8,0,4,5350,false
    7,0,2,1,36,76,5,0,4,1296,false
    4,0,0,3,31,58,4,0,3,1636,false
    5,0,1,21,111,166,6,0,3,2319,false
    19,0,4,13,186,267,47,0,12,5350,false
    13,0,1,2,72,126,5,0,3,3997,false
    4,0,5,0,20,72,7,0,5,2319,false
    1,0,1,5,30,59,4,0,4,7,false
    1,0,1,1,5,29,4,0,4,7,false
    1,0,0,2,7,30,14,0,6,2319,false
    1,0,1,0,11,37,4,0,4,7,false
    4,0,1,2,36,69,7,0,4,5350,false
    4,0,0,3,145,184,25,0,9,2319,false
    1,0,1,1,5,33,2,0,2,2319,false
    1,0,1,0,9,36,2,0,2,2319,false
    5,0,1,4,72,107,12,0,6,533,false
    7,0,1,3,54,90,16,0,8,2319,false
    1,0,1,0,11,37,2,0,2,2472,false
    1,0,2,2,21,58,4,0,3,5350,false
    1,0,0,6,17,41,2,0,2,1636,false
    11,0,1,1,75,107,1,0,1,5350,false
    13,0,0,13,223,278,21,0,7,5350,false
    1,0,0,3,26,49,2,0,2,5350,false
    1,0,0,2,6,28,2,0,2,5350,false
    5,0,0,15,93,137,11,0,4,2472,false
    1,0,0,1,8,30,4,0,3,505,false
    1,0,0,3,14,38,4,0,3,505,false
    1,0,0,3,14,38,4,0,3,505,false
    14,0,0,3,146,187,19,0,8,1296,false
    25,0,0,0,180,220,9,0,5,7,false
    6,0,0,1,56,81,23,0,11,2472,false
    1,0,1,0,12,49,12,0,5,7,false
    2,0,0,1,30,52,16,0,7,2472,false
    12,0,1,25,256,312,17,0,8,1296,false
    16,0,0,10,172,215,15,0,5,2319,false
    3,0,0,4,47,72,11,0,4,5350,false
    5,0,0,9,53,84,15,0,6,2319,false
    6,0,1,4,168,283,136,0,11,5350,false
    3,0,1,7,85,120,5,0,3,1636,false
    6,0,0,14,137,177,11,0,4,1296,false
    26,0,1,15,403,468,14,0,5,1296,false
    20,0,1,9,138,177,2,0,1,2319,false
    1,0,3,9,16,60,27,0,6,665,false
    17,0,0,13,465,568,32,0,8,665,false
    1,0,1,30,232,310,28,0,9,665,false
    1,0,0,8,47,75,2,0,2,828,false
    5,0,1,3,49,81,4,0,3,2319,false
    10,0,7,46,441,544,15,0,3,665,false
    1,0,3,1,8,41,2,0,2,2319,false
    1,0,0,4,7,32,5,0,2,1636,false
    1,0,0,4,21,46,9,0,5,2319,false
    1,0,0,2,6,28,3,0,2,2319,false
    69,0,1,53,808,948,57,0,12,1296,true
    8,0,0,12,128,167,4,0,2,665,false
    1,0,0,3,7,30,3,0,2,2472,false
    1,0,0,16,93,131,30,0,6,2319,false
    1,0,0,10,60,93,15,0,6,2319,false
    13,0,1,6,135,203,10,0,5,2319,false
    1,0,0,2,14,37,2,0,2,2472,false
    1,0,0,3,16,41,5,0,3,2319,false
    1,0,0,8,56,87,19,0,6,2319,false
    1,0,0,2,5,26,2,0,2,533,false
    1,0,0,2,30,55,3,0,3,2319,false
    4,0,0,21,304,354,37,0,6,2319,false
    3,0,1,9,68,108,7,0,3,2319,false
    1,0,0,8,38,69,3,0,2,2319,false
    1,0,0,5,44,71,5,0,4,2319,false
    15,0,2,5,205,273,51,0,9,310,false
    1,0,0,3,12,35,2,0,2,5350,false
    1,0,6,9,33,105,39,0,9,1296,false
    1,0,0,2,5,26,2,0,2,2472,false
    1,0,3,2,20,57,15,0,7,310,false
    1,0,0,1,6,27,2,0,2,2319,false
    8,0,1,7,95,137,6,0,3,2319,false
    1,0,0,2,7,30,2,0,2,2319,false
    48,0,4,15,559,699,94,0,12,5350,false
    1,0,0,17,100,143,26,0,6,2319,false
    3,0,0,17,145,191,41,0,8,2319,false
    12,0,1,2,98,143,12,0,4,5350,false
    1,0,0,9,55,87,18,0,6,2319,false
    4,0,1,2,47,77,24,0,7,5350,false
    1,0,0,3,9,32,3,0,3,2319,false
    1,0,0,3,6,27,3,0,2,533,false
    1,0,0,5,24,54,4,0,3,2319,false
    9,0,0,8,115,150,15,0,8,1296,false
    5,0,0,3,50,81,9,0,7,2472,false
    2,0,0,2,30,53,1,0,1,2319,false
    1,0,0,1,4,25,1,0,1,2319,false
    1,0,8,7,33,112,9,0,4,5350,false
    1,0,4,7,24,73,5,0,2,5350,false
    1,0,0,1,4,25,1,0,1,2319,false
    1,0,6,3,22,63,3,0,3,1296,false
    1,0,2,2,12,44,1,0,1,2319,false
    1,0,0,3,10,33,8,0,2,5350,false
    1,0,0,1,4,25,3,0,2,665,false
    1,0,0,1,4,25,1,0,1,2319,false
    1,0,12,1,26,101,3,0,3,1636,false
    1,0,2,1,8,45,1,0,1,2319,false
    1,0,3,3,20,55,1,0,1,2319,false
    1,0,0,1,4,25,1,0,1,2319,false
    6,0,1,8,133,188,18,0,5,2319,false
    7,0,2,3,119,169,5,0,3,1636,false
    1,0,0,3,13,36,1,0,1,2472,false
    1,0,0,2,8,29,2,0,1,5350,false
    1,0,0,6,31,58,9,0,4,2319,false
    2,0,0,3,18,42,14,0,5,5350,false
    1,0,2,12,20,62,16,0,7,665,false
    24,0,0,15,211,252,19,0,7,665,false
    2,0,0,3,19,43,9,0,5,5350,false
    1,0,0,2,8,29,3,0,3,5350,false
    1,0,7,55,121,224,50,0,11,5350,false
    52,0,1,47,631,776,34,0,9,5350,false
    7,0,0,40,330,415,16,0,7,1296,true
    1,0,0,2,6,28,6,0,4,5350,false
    1,0,0,2,13,36,2,0,1,2319,false
    18,0,1,32,406,505,16,0,6,5350,false
    6,0,1,13,141,194,10,0,4,5350,false
    18,0,1,10,186,248,6,0,3,533,false
    1,0,1,38,73,136,18,0,7,1296,true
    3,0,2,14,85,148,4,0,3,1404,false
    1,0,0,13,84,119,4,0,2,2319,false
    1,0,6,6,16,86,27,0,13,1404,false
    1,0,0,6,37,66,20,0,9,5350,false
    24,0,0,11,193,231,11,0,5,2319,false
    1,0,3,1,7,43,4,0,4,2472,false
    2,0,0,0,24,50,7,0,5,1634,false
    14,0,4,15,161,245,19,0,10,2319,false
    7,0,0,6,73,101,13,0,6,828,false
    1,0,0,7,44,74,19,0,9,5350,false
    1,0,0,13,64,101,25,0,11,1404,false
    1,0,0,4,26,51,16,0,8,5350,false
    9,0,0,12,123,168,22,0,10,2319,false
    1,0,1,6,13,40,2,0,1,2319,false
    1,0,0,3,13,36,2,0,1,2319,false
    1,0,1,1,5,29,4,0,4,2472,false
    20,0,2,6,73,119,10,0,3,5350,false
    1,0,0,4,26,51,16,0,8,5350,false
    1,0,0,2,9,31,25,0,11,2319,false
    1,0,0,3,13,36,2,0,1,3997,false
    1,0,0,4,30,56,4,0,2,2319,false
    1,0,0,4,26,51,16,0,8,5350,false
    4,0,0,15,82,120,29,0,12,1404,false
    1,0,0,4,26,51,18,0,9,5350,false
    1,0,0,2,9,31,25,0,11,2319,false
    1,0,0,2,30,56,4,0,2,2319,false
    24,0,0,0,223,298,40,0,11,2319,false
    1,0,1,11,19,65,10,0,5,533,false
    1,0,1,4,11,43,9,0,4,2472,false
    1,0,0,6,38,65,16,0,8,5350,false
    1,0,0,2,19,42,4,0,3,1636,false
    1,0,0,2,19,42,4,0,3,1636,false
    1,0,0,2,19,42,13,0,8,533,false
    1,0,0,3,8,31,2,0,1,5350,false
    1,0,0,2,6,28,24,0,8,5350,false
    26,0,1,14,285,346,45,0,10,310,false
    12,0,0,7,73,99,1,0,1,5350,false
    6,0,1,2,64,95,3,0,2,828,false
    3,0,1,1,29,57,4,0,2,2319,false
    1,0,0,3,26,51,9,0,4,2319,false
    1,0,0,2,18,41,4,0,3,1636,false
    1,0,0,2,5,26,2,0,2,2319,false
    6,0,0,5,52,80,3,0,1,5350,false
    1,0,0,33,170,225,37,0,11,665,false
    74,0,3,21,619,767,138,1,19,5350,false
    47,0,2,49,752,907,198,1,22,665,false
    45,0,0,38,492,564,121,0,18,665,false
    10,0,1,7,127,175,88,0,16,310,false
    3,0,0,0,60,90,2,0,1,3997,false
    1,0,0,0,19,43,2,0,1,3997,false
    1,0,0,2,18,41,5,0,4,1636,false
    1,0,0,2,8,28,2,0,1,3997,false
    1,0,0,6,48,74,67,0,15,665,false
    3,0,0,7,81,125,65,0,14,5350,false
    15,0,0,0,116,165,12,0,6,5350,false
    6,0,0,3,82,122,5,0,3,5350,false
    30,0,0,25,309,360,67,0,15,5350,false
    1,0,0,0,9,31,4,0,3,1636,false
    1,0,0,2,18,41,4,0,3,1636,false
    1,0,0,4,19,42,2,0,2,533,false
    3,0,1,4,49,82,8,0,4,828,false
    2,0,0,7,38,65,2,0,2,1636,false
    1,0,0,2,9,31,2,0,1,533,false
    8,0,2,10,133,185,7,0,5,533,false
    1,0,0,2,8,29,2,0,1,533,false
    1,0,0,0,105,148,8,0,4,5350,false
    3,0,0,4,42,76,13,0,7,5350,false
    1,0,4,29,48,173,41,0,10,665,false
    8,0,0,5,118,147,4,0,2,2319,false
    1,0,1,1,6,34,2,0,1,3997,false
    97,0,0,48,721,825,67,0,12,665,false
    7,0,0,0,218,305,2,0,2,828,false
    29,0,1,18,397,469,6,0,3,5350,false
    2,0,1,7,68,105,2,0,2,828,false
    2,0,0,9,117,153,2,0,2,828,false
    1,0,0,4,30,57,2,0,2,224,false
    3,0,0,4,50,84,2,0,2,224,false
    6,0,0,9,84,120,2,0,2,224,false
    1,0,1,6,21,51,2,0,2,224,false
    2,0,0,3,34,61,2,0,2,224,false
    7,0,0,10,90,128,3,0,3,224,false
    43,0,0,12,460,529,8,0,4,1636,false
    54,0,1,27,366,461,10,0,5,1296,false
    12,0,0,3,119,154,11,0,6,2319,false
    19,0,1,15,171,226,11,0,6,1296,false
    21,0,0,13,201,259,35,0,10,665,false
    30,0,3,6,274,330,20,0,9,665,false
    1,0,0,3,13,38,6,0,4,5350,false
    1,0,0,4,26,52,2,0,1,3997,false
    4,0,0,0,102,166,3,0,3,533,false
    5,0,0,8,55,84,5,0,4,665,false
    1,0,0,3,10,32,2,0,2,310,false
    2,0,0,3,19,43,2,0,2,310,false
    1,0,1,2,10,46,5,0,5,665,false
    11,0,1,2,119,189,3,0,3,533,false
    1,0,0,3,24,49,14,0,9,5350,false
    5,0,0,9,56,88,11,0,4,5350,false
    46,0,4,19,512,646,124,0,15,665,false
    8,0,0,0,134,183,37,0,13,665,false
    1,0,0,3,24,49,7,0,4,5350,false
    1,0,0,4,28,54,5,0,5,1296,false
    6,0,0,10,79,111,4,0,2,5350,false
    20,0,2,4,171,228,68,0,14,665,false
    1,0,0,18,94,132,6,0,3,665,false
    8,0,0,0,93,140,4,0,2,1296,false
    1,0,0,2,13,35,4,0,2,1296,false
    3,0,14,7,113,258,19,0,6,1296,false
    57,0,12,11,494,698,134,0,16,665,false
    1,0,1,1,8,32,1,0,1,1636,false
    3,0,0,3,44,84,22,0,11,665,false
    1,0,0,20,95,135,7,0,5,1296,false
    1,0,0,0,11,33,8,0,4,665,false
    17,0,1,8,167,209,54,0,13,828,false
    1,0,0,2,5,26,2,0,1,533,false
    11,0,0,21,162,203,38,0,8,2319,false
    1,0,0,3,7,30,1,0,1,533,false
    1,0,1,3,29,59,35,0,12,533,false
    3,0,0,0,36,61,1,0,1,533,false
    11,0,0,3,146,192,33,0,11,665,false
    1,0,0,24,37,81,34,0,12,665,false
    1,0,2,8,13,42,14,0,6,1636,false
    49,0,9,7,433,641,69,0,16,665,false
    1,0,0,6,31,58,2,0,1,3997,false
    1,0,0,2,5,26,2,0,1,533,false
    15,0,1,11,169,224,18,0,4,2319,false
    1,0,0,4,16,39,2,0,1,3997,false
    1,0,0,4,16,38,2,0,1,3997,false
    1,0,0,2,13,34,2,0,1,533,false
    1,0,1,5,54,88,4,0,2,828,false
    14,0,1,0,120,176,36,0,16,665,false
    138,0,3,4,664,942,40,0,10,1636,false
    1,0,0,0,12,34,2,0,1,3997,false
    5,0,0,0,109,148,26,0,10,665,false
    1,0,0,4,20,44,1,0,1,5350,false
    3,0,0,2,29,59,6,0,5,1296,false
    52,0,9,37,591,777,120,0,15,1296,false
    1,0,0,4,21,44,6,0,3,5350,false
    7,0,1,12,103,152,33,0,12,5350,false
    17,0,1,27,321,409,82,1,14,5350,false
    2,0,0,3,16,39,8,0,5,5350,false
    1,0,1,0,5,30,2,0,1,3997,false
    13,0,1,12,200,251,26,0,12,665,false
    1,0,8,0,11,75,7,0,3,1636,false
    70,0,4,3,536,729,78,0,17,665,false
    1,0,0,0,11,33,8,0,4,665,false
    2,0,0,6,25,51,15,0,8,5350,false
    21,0,2,19,172,232,41,0,13,5350,false
